age,sex,edu,race,income,us_residency,wb,mind,belong,efficacy,support,idea,soc_med,npi,moa_ach,moa_import
23,female,currentlyenrolled,Hispanic,"40-59,999",yes,1.833333333,2.866666667,2.1,3.4,43,3.75,23,3,37,75
22,female,currentlyenrolled,white,"under20,000",yes,6.666666667,4.133333333,1.6,3.2,76,3.5,39,1,55,71
22,male,currentlyenrolled,Asian-Pacific,"40-59,999",yes,5.333333333,4.866666667,2.4,3.5,81,3.5,39,4,51,66
19,male,currentlyenrolled,white,"under20,000",yes,3.5,3.4,2,3.5,71,3.5,32,3,42,72
21,female,currentlyenrolled,white,"under20,000",yes,5.5,2.6,2.8,3.6,71,3.75,11,3,43,78
20,male,currentlyenrolled,white,"200-999,999",yes,2,2.666666667,5,3.2,50,3.625,31,7,37,64
18,female,currentlyenrolled,Hispanic,not say,yes,4.333333333,3.8,2.8,3,69,3.625,36,0,32,68
22,female,currentlyenrolled,white,"under20,000",yes,5.666666667,4.8,2.3,3.2,71,3.5,28,3,33,66
20,female,currentlyenrolled,"1,5","under20,000",yes,4.5,3.866666667,2.8,3.4,70,3.625,37,6,39,61
19,female,currentlyenrolled,white,"over1,000,000",yes,6.5,4.133333333,2,3,64,3.75,36,2,40,68
18,female,currentlyenrolled,"1,3",not say,yes,5.666666667,NA,3.7,2.2,72,4,48,9,35,68
18,female,currentlyenrolled,Hispanic,"under20,000",yes,4.333333333,2.8,1.9,3,74,4,31,3,32,69
22,female,currentlyenrolled,white,"20-39,999",yes,6.333333333,4.4,3.4,3.4,79,3,28,4,50,68
20,male,currentlyenrolled,white,"60-79,999",yes,5,3.6,2.4,3.6,60,2.375,24,3,39,51
21,female,currentlyenrolled,"1,3","80-99,999",yes,3.666666667,3.066666667,3.7,3,65,3.625,34,3,34,43
19,female,currentlyenrolled,white,"40-59,999",yes,3.833333333,4.466666667,4,3.4,84,3.375,30,0,40,77
21,female,currentlyenrolled,Asian-Pacific,not say,yes,6,3.466666667,1.5,3.4,35,3.75,11,1,37,70
21,female,currentlyenrolled,white,"80-99,999",yes,5.166666667,4.933333333,2.1,3.9,75,4,35,0,38,67
20,female,currentlyenrolled,Hispanic,not say,yes,4.166666667,3.466666667,2.2,2.8,51,3,27,4,41,66
19,male,currentlyenrolled,Hispanic,not say,yes,2.5,2.533333333,2.6,2.9,63,3.375,33,3,58,68
NA,female,currentlyenrolled,white,not say,yes,4.333333333,3.333333333,4,3,58,3.5,40,0,38,57
21,female,currentlyenrolled,white,"80-99,999",yes,4,NA,3.8,3.1,73,3.875,27,4,32,73
22,female,currentlyenrolled,white,NA,yes,3.833333333,3.733333333,4.3,3,24,3.875,30,0,35,64
21,male,currentlyenrolled,white,"100-199,999",yes,6.666666667,3.933333333,3.9,3.2,74,4,39,6,42,75
19,male,currentlyenrolled,white,"60-79,999",yes,5,3.333333333,4.4,2.9,69,3.75,32,5,35,74
21,female,currentlyenrolled,white,"60-79,999",yes,4.166666667,3.8,3.5,2.8,77,4,20,2,37,71
19,female,currentlyenrolled,white,not say,yes,6.5,4.666666667,3,3.4,76,3.75,44,1,44,76
23,male,currentlyenrolled,AfricanAmerican,"under20,000",yes,4.333333333,3.933333333,2.2,2.7,62,3.625,26,5,44,59
21,female,currentlyenrolled,white,not say,yes,5.833333333,3.666666667,3.7,3,72,3.875,28,1,44,75
21,female,currentlyenrolled,white,not say,yes,5.5,3.666666667,3.8,3,83,4,53,4,30,77
21,female,currentlyenrolled,white,not say,yes,5.166666667,2.2,3.6,2.8,79,3.875,37,2,34,70
22,female,currentlyenrolled,white,not say,yes,6,3.6,3.1,3,70,3.75,32,6,34,66
21,female,currentlyenrolled,white,not say,yes,4,3.933333333,3,2.9,48,3.375,34,4,38,72
22,male,currentlyenrolled,white,not say,yes,5.833333333,3.333333333,4.2,3.5,59,3.875,40,4,43,56
20,female,currentlyenrolled,white,"under20,000",yes,4.833333333,3.666666667,1.9,3.9,55,3.625,23,1,42,74
18,female,currentlyenrolled,white,"100-199,999",yes,6.166666667,4.533333333,2,3.6,72,3.875,30,5,38,66
19,female,currentlyenrolled,white,"100-199,999",yes,5.166666667,3.4,2.8,3.7,70,3.875,36,3,41,78
29,female,currentlyenrolled,Hispanic,"40-59,999",yes,4.666666667,3.2,3.4,2.9,76,3.125,30,3,46,67
20,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,3.866666667,3.6,3.3,72,4,32,1,40,59
25,female,currentlyenrolled,white,"40-59,999",yes,5.166666667,4.333333333,3.6,3.5,12,3.375,32,5,49,75
NA,male,currentlyenrolled,white,not say,yes,5.166666667,3.133333333,3.6,3.1,71,3.625,35,9,34,66
NA,female,currentlyenrolled,white,not say,yes,4.666666667,3,4.4,3,69,3.875,34,0,37,66
NA,male,currentlyenrolled,white,"under20,000",yes,7,2.333333333,3.6,3.8,84,3.5,55,3,48,80
NA,female,currentlyenrolled,white,not say,yes,4.666666667,4.466666667,3.9,4,68,3.875,41,6,38,58
NA,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,4.2,4.2,3.7,75,4,43,2,39,72
NA,female,currentlyenrolled,white,"80-99,999",yes,5.5,3.8,3.3,3.1,61,3.625,39,3,37,69
NA,female,currentlyenrolled,white,"100-199,999",yes,3.166666667,2.666666667,3.9,3.4,69,4,43,0,33,75
NA,female,currentlyenrolled,white,"under20,000",yes,6.333333333,3.733333333,2.4,4,78,3.625,34,8,38,71
NA,male,currentlyenrolled,white,not say,yes,2.666666667,3.933333333,2.6,3.2,51,3.25,13,0,35,68
NA,female,currentlyenrolled,white,"under20,000",yes,7,4.2,2.9,3.8,83,4,41,5,39,59
NA,male,currentlyenrolled,white,"60-79,999",yes,2.333333333,3.4,4,3.5,58,3.75,37,5,35,57
NA,female,currentlyenrolled,white,"100-199,999",yes,4.5,2.933333333,4.4,3,84,3.625,46,2,38,61
NA,female,currentlyenrolled,white,"60-79,999",yes,4.5,4.866666667,1.8,3.4,74,3.875,19,1,41,62
NA,male,currentlyenrolled,white,"100-199,999",yes,5.5,2.4,3.9,2.8,74,3.25,37,0,40,71
NA,male,currentlyenrolled,white,"under20,000",yes,2.333333333,2.666666667,2.9,3,57,3.5,37,0,32,53
NA,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,5.833333333,4.866666667,2.2,3.5,74,3.875,12,4,38,75
NA,female,currentlyenrolled,white,not say,yes,5,3.866666667,3.5,2.8,64,3.375,41,4,32,61
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,3.666666667,5,2.2,3,72,2.875,28,4,46,68
NA,female,currentlyenrolled,white,"under20,000",yes,5.833333333,3.333333333,3.2,3.1,77,3.625,42,1,37,67
NA,female,currentlyenrolled,white,"20-39,999",yes,5.833333333,2.533333333,3.2,3.4,76,3.75,42,8,43,66
NA,female,currentlyenrolled,Hispanic,"200-999,999",yes,5,5.533333333,2.6,3.8,73,3.375,20,7,48,74
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,4.833333333,4.933333333,4,3,64,3.75,38,1,37,73
NA,female,currentlyenrolled,white,"40-59,999",yes,2.166666667,4,3.4,3,71,3.375,41,4,36,72
NA,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,2.6,4.5,2.9,55,4,42,3,31,44
NA,female,currentlyenrolled,white,"60-79,999",yes,4.333333333,3.866666667,3,3.8,78,3.75,36,4,33,76
NA,male,currentlyenrolled,white,"200-999,999",yes,2.833333333,3.466666667,3.8,3,58,3.625,32,4,33,51
NA,female,currentlyenrolled,white,"40-59,999",yes,5,3.933333333,3.4,3.3,77,3.375,32,3,39,62
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,4.166666667,3.6,2.6,3.1,47,3.75,19,6,34,70
20,female,currentlyenrolled,white,"80-99,999",yes,5,3.266666667,3.4,3.2,67,3.875,43,0,50,69
19,female,currentlyenrolled,white,"100-199,999",yes,4.5,3.533333333,4,3.3,76,3.375,33,5,34,73
19,female,currentlyenrolled,white,"80-99,999",yes,6,4.666666667,3.5,3,70,4,35,4,32,71
20,male,currentlyenrolled,white,not say,yes,1.666666667,2.133333333,3.5,3.3,65,3.75,27,4,40,66
18,female,currentlyenrolled,white,"60-79,999",yes,5.5,4.466666667,3.4,3.4,63,3.875,43,4,29,74
20,female,currentlyenrolled,white,"40-59,999",yes,3.666666667,4.266666667,3.8,3.1,81,3.75,31,3,37,67
20,female,currentlyenrolled,white,"20-39,999",yes,5.666666667,2.866666667,4.1,2.8,58,3.625,33,5,36,57
20,female,currentlyenrolled,white,"80-99,999",yes,4.5,3.4,4,3,84,3.75,52,6,37,52
19,female,currentlyenrolled,Hispanic,"under20,000",yes,3.833333333,4.133333333,2.9,3.1,60,3.875,31,4,32,74
19,male,currentlyenrolled,white,"200-999,999",yes,5.833333333,3.266666667,4.4,3.4,76,3.625,30,0,38,74
20,female,currentlyenrolled,Asian-Pacific,not say,yes,4.833333333,4.066666667,3.3,2.8,73,3.5,32,2,35,74
18,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,3.533333333,3.9,2.7,80,4,27,2,37,55
22,female,currentlyenrolled,white,not say,yes,4,3.666666667,3,3,48,3,33,4,45,58
21,male,currentlyenrolled,AfricanAmerican,"40-59,999",yes,6.666666667,5,1.9,4,84,3.125,27,4,38,71
20,female,currentlyenrolled,white,"100-199,999",yes,6.333333333,3.666666667,3,3.6,82,3.125,22,4,44,73
20,other,currentlyenrolled,"1,3",not say,yes,3.666666667,3.666666667,5,2.9,56,3.875,54,1,30,67
19,female,currentlyenrolled,white,"80-99,999",yes,4,4.733333333,2.9,3.1,75,3.375,36,4,37,62
20,female,currentlyenrolled,white,"200-999,999",yes,5.5,2.933333333,3.4,2.9,84,3.625,35,3,35,52
21,female,currentlyenrolled,white,"80-99,999",yes,3.833333333,3.666666667,3.9,3.7,65,3.625,26,6,38,69
19,male,currentlyenrolled,white,"100-199,999",yes,4.333333333,3.733333333,4.1,2.9,84,3.625,27,4,39,71
19,female,currentlyenrolled,white,"200-999,999",yes,3.166666667,3.8,3.2,2.8,74,3.75,34,3,38,72
20,male,currentlyenrolled,white,"100-199,999",yes,6.833333333,3.666666667,1.7,3.8,84,3.75,17,3,37,66
19,male,currentlyenrolled,AfricanAmerican,"100-199,999",yes,5,4,4.6,3.8,84,3.875,44,1,44,65
19,female,currentlyenrolled,white,"100-199,999",yes,4.333333333,2.266666667,3.9,3.1,78,3.625,39,0,33,63
19,female,currentlyenrolled,Asian-Pacific,"60-79,999",yes,1.666666667,4.4,4,3.2,41,3.875,50,6,33,71
21,female,currentlyenrolled,white,not say,yes,5.333333333,3.4,3.6,3.3,81,3.75,41,6,41,70
18,male,currentlyenrolled,white,not say,yes,4.333333333,3.733333333,3.4,2.8,72,3.875,18,4,36,73
18,male,currentlyenrolled,white,not say,yes,1.5,3.6,4.1,2.2,14,3.75,NA,0,31,67
22,male,currentlyenrolled,white,"under20,000",yes,6.833333333,5.266666667,2.4,3.8,84,3.875,32,3,36,74
21,male,currentlyenrolled,white,not say,yes,5,3.4,3.7,3.2,67,4,37,7,29,62
19,female,currentlyenrolled,white,"60-79,999",yes,5.833333333,4.666666667,2.1,3.4,82,3.75,32,1,42,62
20,female,currentlyenrolled,"1,2,3,5","under20,000",yes,5.166666667,3.266666667,3,2.9,72,4,29,5,40,60
18,male,currentlyenrolled,white,not say,yes,5.5,5.666666667,3.3,3.6,68,3.625,45,9,27,39
21,male,currentlyenrolled,white,"80-99,999",yes,5.5,3.933333333,3.2,3,72,4,44,4,34,64
19,male,currentlyenrolled,white,"80-99,999",yes,3.166666667,3.266666667,3.8,3.2,62,3.625,15,3,33,59
19,female,currentlyenrolled,white,"80-99,999",yes,5.5,3.533333333,4.5,2.9,77,4,41,3,31,73
18,female,currentlyenrolled,Native,"100-199,999",yes,4.666666667,3.133333333,3.4,3.4,79,3.875,36,4,42,73
19,male,currentlyenrolled,white,not say,yes,6.833333333,2.666666667,3.4,3,74,3.375,32,3,49,66
20,male,currentlyenrolled,white,"under20,000",yes,2,2.333333333,3.5,3.3,53,4,44,10,41,64
19,male,currentlyenrolled,white,"100-199,999",yes,4.666666667,3.733333333,3.6,3.3,70,3.875,21,4,35,68
20,female,currentlyenrolled,white,"100-199,999",yes,4.333333333,4.133333333,3.4,3.2,74,3.625,35,3,35,73
21,female,currentlyenrolled,white,"80-99,999",yes,5.333333333,4.333333333,3.3,3.3,77,3.75,28,6,35,59
19,female,currentlyenrolled,white,not say,yes,4.833333333,3.933333333,3.2,2.6,83,4,30,1,35,78
19,female,currentlyenrolled,white,"100-199,999",yes,6,5.066666667,3.2,3.5,64,4,38,1,43,61
19,female,currentlyenrolled,white,"60-79,999",yes,5.166666667,3.6,3.3,3,69,3,37,5,35,63
19,male,currentlyenrolled,other,not say,no,3.166666667,4.333333333,3,2.2,48,2.25,33,8,34,52
20,female,currentlyenrolled,white,"100-199,999",yes,6.666666667,5.666666667,3.8,3.2,84,3.75,26,2,40,60
20,male,currentlyenrolled,white,not say,yes,6,2.466666667,3.3,3.1,74,3.625,40,3,40,59
21,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,3.6,4.6,3,78,3.875,39,7,27,59
19,female,currentlyenrolled,white,not say,yes,4.666666667,4.333333333,3.3,3,76,4,21,0,28,69
19,female,currentlyenrolled,white,"under20,000",yes,4.666666667,3.266666667,2.5,4,81,3.625,23,6,33,66
18,female,currentlyenrolled,white,"80-99,999",yes,4.666666667,2.466666667,3.4,3.5,59,4,36,8,38,77
19,male,currentlyenrolled,white,"100-199,999",yes,3.166666667,3,3,3.1,53,3.25,39,3,33,53
18,female,currentlyenrolled,"1,3","under20,000",yes,4,3.866666667,3.4,2.6,62,3.625,38,5,30,71
20,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,4.133333333,3.7,3.1,73,4,36,4,41,68
NA,female,currentlyenrolled,white,"60-79,999",yes,5.833333333,4.266666667,2.9,2.8,70,3.125,37,2,33,59
NA,male,currentlyenrolled,white,not say,yes,4.833333333,4.666666667,3.4,3,66,3.375,29,3,38,63
NA,female,currentlyenrolled,white,"60-79,999",yes,3,4.466666667,3.5,3,72,3.5,46,4,36,70
NA,female,currentlyenrolled,white,not say,yes,6.333333333,5.266666667,3.7,3.5,84,3.875,45,6,33,48
NA,male,currentlyenrolled,white,"80-99,999",yes,4.166666667,3.733333333,3.8,3.3,73,1,42,0,37,77
NA,male,currentlyenrolled,Asian-Pacific,"80-99,999",no,5.333333333,4.2,3,3.9,82,3.625,22,6,37,64
NA,female,currentlyenrolled,white,"40-59,999",yes,4.166666667,2.6,3.6,3.8,70,4,36,0,38,77
NA,male,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.2,3.5,2.8,82,3.125,36,7,34,73
NA,female,currentlyenrolled,white,"200-999,999",yes,5,3.133333333,4.2,3.5,37,3.625,50,2,45,59
NA,female,currentlyenrolled,Asian-Pacific,"100-199,999",no,4.5,4.333333333,3.5,3,57,3.375,34,3,44,59
NA,female,currentlyenrolled,white,"60-79,999",yes,5.166666667,3.533333333,4.2,2.8,78,3.625,39,5,36,77
NA,female,currentlyenrolled,white,not say,yes,6.833333333,3.666666667,3.7,3.4,84,3.75,36,4,57,73
NA,female,currentlyenrolled,Hispanic,"100-199,999",yes,5,5.466666667,4.5,3.7,82,3.75,50,4,48,73
NA,female,currentlyenrolled,white,"200-999,999",yes,5.333333333,3.466666667,3.4,3,66,3.5,45,5,57,80
NA,female,currentlyenrolled,white,"100-199,999",yes,6,3.866666667,3.8,3.1,79,3.75,42,7,38,65
NA,female,currentlyenrolled,Asian-Pacific,"100-199,999",yes,5.666666667,2.666666667,4.2,3.3,59,3.25,44,3,35,64
NA,female,currentlyenrolled,white,"200-999,999",yes,6.833333333,3.933333333,3.5,3.9,84,4,48,1,42,76
NA,male,currentlyenrolled,white,"40-59,999",yes,5.666666667,3.4,3.7,3.4,76,3.625,31,8,32,70
NA,female,currentlyenrolled,Asian-Pacific,"under20,000",yes,2.666666667,4.133333333,3.9,3,70,3.75,36,6,31,68
NA,female,currentlyenrolled,white,"200-999,999",yes,4.833333333,3.733333333,3,3.1,61,3.25,36,2,33,66
NA,female,currentlyenrolled,Asian-Pacific,not say,yes,6.833333333,4.266666667,2.2,3.8,73,4,52,3,41,59
NA,female,currentlyenrolled,white,not say,yes,6.333333333,3.2,4.8,3.2,84,3.625,51,7,50,74
NA,female,currentlyenrolled,white,not say,yes,6.666666667,3.333333333,3.2,4,72,4,44,6,37,74
NA,female,currentlyenrolled,white,"200-999,999",yes,3.833333333,3.8,2.7,3.1,72,3.75,40,4,33,66
NA,female,currentlyenrolled,white,not say,yes,5.333333333,2.866666667,4.3,2.7,66,3.625,55,7,32,74
NA,female,currentlyenrolled,white,"40-59,999",yes,5.5,2,3.3,3.2,72,3,25,3,36,61
NA,female,currentlyenrolled,white,not say,yes,4.833333333,2.8,3.8,2.6,70,3.625,36,2,35,65
NA,female,currentlyenrolled,white,not say,yes,4.833333333,2.6,3.6,2.8,73,4,42,1,32,47
NA,female,currentlyenrolled,white,"over1,000,000",yes,2.333333333,4.066666667,3.5,2.9,55,3.375,11,2,36,70
NA,female,currentlyenrolled,white,"20-39,999",yes,5,2.533333333,3,3.1,71,3.625,35,2,42,63
NA,male,currentlyenrolled,white,"100-199,999",yes,4.666666667,4.133333333,2.5,2.7,52,4,51,0,37,69
NA,female,currentlyenrolled,white,not say,yes,5.833333333,3.733333333,4.3,2.8,75,3.375,46,5,37,73
NA,male,currentlyenrolled,white,"80-99,999",yes,4,3,3,3,48,3.75,33,4,34,71
NA,female,currentlyenrolled,white,"60-79,999",yes,4,3.533333333,4.9,3.6,64,3.875,45,8,35,49
NA,male,currentlyenrolled,white,"under20,000",yes,5,3.733333333,1.5,3.6,64,3.125,21,7,47,58
NA,male,currentlyenrolled,Hispanic,"under20,000",yes,1.5,4.466666667,3.2,3.1,25,3,23,5,33,74
NA,female,currentlyenrolled,white,"100-199,999",yes,4.833333333,3.266666667,2.4,2.7,67,3.25,33,1,36,65
NA,female,currentlyenrolled,"1,3","80-99,999",yes,2.666666667,3.533333333,3.4,2.8,73,3.625,37,6,34,71
NA,female,currentlyenrolled,other,"80-99,999",yes,4.166666667,3.666666667,3.9,2.7,79,3,43,4,35,74
NA,female,currentlyenrolled,white,not say,yes,5.666666667,4.133333333,3.7,3.5,74,3.625,45,4,37,63
NA,male,currentlyenrolled,white,not say,yes,4.5,4.933333333,2.8,2.6,74,2.875,16,5,44,62
NA,female,currentlyenrolled,white,"20-39,999",yes,6.666666667,4.666666667,3.5,3.9,80,4,35,4,36,78
NA,male,currentlyenrolled,Hispanic,"40-59,999",yes,4.833333333,4.933333333,3.1,3.6,65,3.375,32,3,35,73
NA,male,currentlyenrolled,white,"80-99,999",yes,5.5,3.666666667,2.3,3,67,3.5,36,7,34,61
NA,male,currentlyenrolled,white,"60-79,999",yes,4.666666667,3,4,2.8,65,3,30,9,26,63
NA,male,currentlyenrolled,white,"over1,000,000",yes,6.833333333,2.533333333,4.1,3.8,84,4,45,9,35,77
NA,male,currentlyenrolled,white,"200-999,999",yes,6.666666667,3.666666667,4.4,3.1,80,3.75,29,4,32,71
NA,female,currentlyenrolled,white,not say,yes,3.333333333,3.466666667,2.8,3,83,4,27,0,37,74
NA,male,currentlyenrolled,white,"80-99,999",yes,7,1.8,3.7,3,26,4,20,2,60,80
NA,female,currentlyenrolled,white,"200-999,999",yes,6,4.4,3.9,2.8,81,3.625,50,3,60,80
NA,male,currentlyenrolled,white,"60-79,999",yes,5.833333333,3.6,4.1,3.9,70,3.25,42,10,37,73
NA,male,currentlyenrolled,white,"200-999,999",yes,6.166666667,3.066666667,3.5,3.3,84,3.25,39,6,27,78
NA,female,currentlyenrolled,white,"under20,000",yes,5,2.733333333,2.6,3.8,74,4,27,4,40,56
NA,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,3.666666667,3.7,3,71,3,44,6,48,70
NA,female,currentlyenrolled,white,not say,yes,5,4.066666667,3.2,3.2,65,3.75,52,11,34,63
NA,female,currentlyenrolled,other,"40-59,999",yes,4.5,3,3.5,3.1,72,4,34,2,39,40
NA,female,currentlyenrolled,white,"40-59,999",yes,2.166666667,2.6,3.3,2.6,61,3.625,35,6,33,48
NA,male,currentlyenrolled,Hispanic,"80-99,999",yes,4.5,4.8,3.9,2.8,65,3.625,33,6,32,70
NA,male,currentlyenrolled,"1,4,5",not say,yes,5.166666667,4.533333333,3,3.4,70,3.375,26,6,39,57
NA,male,currentlyenrolled,AfricanAmerican,"40-59,999",yes,2,2.333333333,3.1,3,55,3.875,40,10,37,80
NA,female,currentlyenrolled,white,"80-99,999",yes,4,3.733333333,4.2,2.6,57,3.625,29,5,31,61
NA,male,currentlyenrolled,white,"100-199,999",yes,6.5,2.933333333,3.8,3.7,66,3.625,36,10,31,75
NA,female,currentlyenrolled,white,"100-199,999",yes,4.166666667,4.666666667,4.3,3.7,67,4,51,4,30,76
NA,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.133333333,3.5,3.1,71,4,30,3,31,66
NA,female,currentlyenrolled,white,"80-99,999",yes,6.5,2.933333333,4.5,3,80,3.875,41,6,37,73
NA,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.6,4.3,3.6,84,4,50,4,35,77
NA,male,currentlyenrolled,white,"200-999,999",yes,3.666666667,3.866666667,2.7,3.2,62,3.25,47,10,36,70
NA,female,currentlyenrolled,white,not say,yes,5.833333333,4.866666667,3.9,3.1,72,4,43,4,36,64
NA,female,currentlyenrolled,"1,3","60-79,999",yes,5.833333333,3.8,3.9,3.2,83,4,41,5,28,72
NA,male,currentlyenrolled,white,not say,yes,2.666666667,3.866666667,3.1,3.8,52,3.625,41,4,33,76
NA,male,currentlyenrolled,white,"80-99,999",yes,1.166666667,2,3.6,2.6,60,3.875,35,7,34,55
NA,male,currentlyenrolled,white,not say,yes,5,3,4.2,2.8,72,3.25,44,1,31,79
NA,female,currentlyenrolled,white,"200-999,999",yes,4.5,4.266666667,3.8,3.1,72,3.5,32,7,33,56
NA,female,currentlyenrolled,white,not say,yes,5,3.6,3.2,3,63,4,34,2,34,63
NA,female,currentlyenrolled,white,"80-99,999",yes,5.666666667,2.2,4.3,3.6,72,3.875,37,3,36,77
NA,female,currentlyenrolled,white,"100-199,999",yes,5.5,4.066666667,3.3,3,84,3.75,40,5,33,66
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,2.833333333,3.133333333,3.1,2,59,3,37,4,30,69
NA,female,currentlyenrolled,white,not say,yes,3.833333333,2.733333333,3.8,3.1,63,3.75,33,3,31,58
NA,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,3.166666667,3.266666667,3.1,2.6,55,3.375,35,7,30,60
NA,male,currentlyenrolled,"2,6",not say,yes,3.5,2,4,3,59,3.125,29,8,31,72
NA,female,currentlyenrolled,white,"40-59,999",yes,6.166666667,4.866666667,3.4,2.9,84,4,44,4,31,69
NA,male,currentlyenrolled,white,"200-999,999",yes,4.166666667,3.6,3.8,3,56,3.125,40,8,33,70
24,male,currentlyenrolled,white,"under20,000",yes,5.5,4,4.3,3.4,84,3.5,32,4,46,75
22,female,currentlyenrolled,Hispanic,"40-59,999",no,4,3.4,3.9,3,66,3.625,34,5,34,68
23,male,currentlyenrolled,white,"under20,000",yes,6.333333333,4.333333333,2.4,3.7,67,3.125,26,3,46,69
22,male,currentlyenrolled,AfricanAmerican,not say,yes,5.666666667,3.2,1.9,2.8,48,3.75,25,1,36,73
18,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,3.833333333,4.133333333,3.5,2.8,38,3.875,21,6,32,71
21,female,currentlyenrolled,"3,4","100-199,999",yes,6.5,3.666666667,3.3,3.8,75,3.125,32,5,37,72
21,female,currentlyenrolled,white,"40-59,999",yes,1.333333333,3.133333333,4.3,1.8,69,3.625,17,1,30,72
25,female,currentlyenrolled,other,"20-39,999",yes,6.333333333,4.866666667,3.1,3.3,61,3.875,42,9,43,62
21,female,currentlyenrolled,AfricanAmerican,"80-99,999",yes,6.666666667,3.733333333,2.7,3.6,75,3.75,44,5,45,63
20,male,currentlyenrolled,AfricanAmerican,not say,yes,3.333333333,3.666666667,4,3.1,74,3.75,47,9,31,55
22,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,4.5,3.133333333,3.6,3.3,74,3.875,39,6,43,78
48,female,currentlyenrolled,AfricanAmerican,"20-39,999",yes,3.166666667,4.4,3.2,3.8,77,2.875,23,7,47,78
23,female,currentlyenrolled,white,not say,yes,5.666666667,4.066666667,3.5,3,81,3.75,36,3,37,77
23,female,currentlyenrolled,Asian-Pacific,"100-199,999",yes,5,4.8,3.5,2.4,82,3.875,38,3,40,50
22,female,currentlyenrolled,Asian-Pacific,"under20,000",yes,2.166666667,2.533333333,3.4,2.3,33,4,35,8,35,70
22,female,currentlyenrolled,AfricanAmerican,"20-39,999",yes,2.5,3.733333333,3.2,2.9,55,3.125,42,3,34,53
22,female,currentlyenrolled,Asian-Pacific,"20-39,999",yes,3.833333333,3.4,2.6,2.7,69,3.625,28,5,39,72
21,male,currentlyenrolled,Asian-Pacific,"20-39,999",yes,5.333333333,5.733333333,2.1,3.9,72,3.25,45,4,44,75
18,female,currentlyenrolled,white,"under20,000",yes,3.166666667,2.866666667,3.5,2.7,59,3.125,31,4,25,39
18,female,currentlyenrolled,white,not say,no,4.666666667,3.133333333,3.6,3,79,3.625,45,4,30,76
18,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,5.2,4.1,3.1,84,3.75,38,1,0,71
28,male,currentlyenrolled,white,"20-39,999",yes,6,4.4,1.4,3.8,84,4,35,2,30,47
22,female,currentlyenrolled,"1,3",not say,yes,5.666666667,5.466666667,2,3.8,81,3.125,25,6,38,59
